iter	RMSE
934	244.7027013
935	244.6933008
936	244.6786567
937	244.6636009
938	244.6476765
939	244.6319403
940	244.6104776
941	244.6015785
942	244.5912533
943	244.5764091
944	244.5635321
945	244.5497051
946	244.5318797
947	244.5216836
948	244.505366
949	244.4842511
950	244.4724749
951	244.4560457
952	244.4341004
953	244.4181098
954	244.404849
955	244.3898284
956	244.3750763
957	244.362683
958	244.3464759
959	244.3292159
960	244.3079764
961	244.3003904
962	244.2893369
963	244.2712955
964	244.2530451
965	244.2393032
966	244.2273778
967	244.2118402
968	244.1968895
969	244.1791561
970	244.1715016
971	244.1558347
972	244.1416782
973	244.1301927
974	244.1216379
975	244.105958
976	244.0874013
977	244.0716559
978	244.0528908
979	244.0394847
980	244.0233813
981	244.0118647
982	243.9976438
983	243.9849114
984	243.9691634
985	243.9520445
986	243.940586
987	243.9258971
988	243.9190023
989	243.9019205
990	243.882383
991	243.8708179
992	243.8533865
993	243.838842
994	243.8261905
995	243.8099542
996	243.7977492
997	243.7832787
998	243.775093
999	243.757719
1000	243.7437571
1001	243.7355468
1002	243.718841
1003	243.700785
1004	243.6897248
1005	243.672071
1006	243.6611115
1007	243.6441787
1008	243.6291639
1009	243.6139524
1010	243.5935379
1011	243.5773376
1012	243.5628224
1013	243.5506363
1014	243.5401536
1015	243.5268863
1016	243.5192997
1017	243.5103224
1018	243.4963865
1019	243.4808531
1020	243.4676462
1021	243.4497378
1022	243.4360367
1023	243.4237512
1024	243.4134189
1025	243.4002088
1026	243.3875711
1027	243.3730054
1028	243.358602
1029	243.3396728
1030	243.3259322
1031	243.3094331
1032	243.2943932
1033	243.2741587
1034	243.2639472
1035	243.2459187
1036	243.2317925
1037	243.2166444
1038	243.1982754
1039	243.1834223
1040	243.1678454
1041	243.1528419
1042	243.1353633
1043	243.118381
1044	243.1068963
1045	243.0917775
1046	243.0793514
1047	243.0687798
1048	243.0508391
1049	243.0416174
1050	243.0233892
1051	243.0037806
1052	242.9923828
1053	242.9800842
1054	242.9699594
1055	242.9530648
1056	242.9404777
1057	242.928879
1058	242.9202743
1059	242.9124198
1060	242.89409
1061	242.8812386
1062	242.8683108
1063	242.8601317
1064	242.8407796
1065	242.8282089
1066	242.81137
1067	242.7953722
1068	242.7850248
1069	242.7653912
1070	242.7576738
1071	242.7444125
1072	242.7301523
1073	242.711623
1074	242.7010055
1075	242.6840834
1076	242.6704089
1077	242.6570151
1078	242.640035
1079	242.6286154
1080	242.6180863
1081	242.6047856
1082	242.590961
1083	242.5783281
1084	242.5645022
1085	242.5540291
1086	242.539385
1087	242.5264268
1088	242.5123835
1089	242.5051385
1090	242.489712
1091	242.4678388
1092	242.4527783
1093	242.4473282
1094	242.4357917
1095	242.4204695
1096	242.4070458
1097	242.3866728
1098	242.3700779
1099	242.3579462
1100	242.3386092
1101	242.3199105
1102	242.3077164
1103	242.2896517
1104	242.2744799
1105	242.2582927
1106	242.2464053
1107	242.230968
1108	242.2161654
1109	242.2014919
1110	242.194072
1111	242.1790545
1112	242.1598545
1113	242.1488508
1114	242.1308683
1115	242.1243858
1116	242.1134068
1117	242.1028334
1118	242.0844355
1119	242.0703967
1120	242.0522993
1121	242.0382391
1122	242.0237336
1123	242.0134499
1124	241.9975787
1125	241.9873921
1126	241.972557
1127	241.9600064
1128	241.9426455
1129	241.9307991
1130	241.9139333
1131	241.8954438
1132	241.883212
1133	241.8676167
1134	241.8507956
1135	241.840584
1136	241.8287579
1137	241.8127578
1138	241.8007209
1139	241.7907531
1140	241.7756779
1141	241.7640825
1142	241.7473986
1143	241.7333994
1144	241.7181966
1145	241.7016412
1146	241.6836543
1147	241.668962
1148	241.6523774
1149	241.6351787
1150	241.6209144
1151	241.6128843
1152	241.5981426
1153	241.5870305
1154	241.5725899
1155	241.5613555
1156	241.5512014
1157	241.5354666
1158	241.5240201
1159	241.5143437
1160	241.4972008
1161	241.4824845
1162	241.4640062
1163	241.4533428
1164	241.436906
1165	241.4222815
1166	241.4113052
1167	241.3928241
1168	241.3807115
1169	241.372123
1170	241.3575127
1171	241.3465107
1172	241.3352032
1173	241.3228733
1174	241.3106913
1175	241.2929093
1176	241.2792356
1177	241.2679444
1178	241.2603665
1179	241.2434224
1180	241.2300567
1181	241.2183154
1182	241.2060573
1183	241.1868519
1184	241.1730076
1185	241.161729
1186	241.151468
1187	241.1354416
1188	241.1171148
1189	241.1049623
1190	241.08894
1191	241.0726293
1192	241.0588933
1193	241.049071
1194	241.0398713
1195	241.0217014
1196	241.0019534
1197	240.9908213
1198	240.9822577
1199	240.9712296
1200	240.9579239
1201	240.9444137
1202	240.9285546
1203	240.9176149
1204	240.9056589
1205	240.8964275
1206	240.8837172
1207	240.8700529
1208	240.856404
1209	240.8374366
1210	240.824373
1211	240.8117254
1212	240.7987043
1213	240.7834119
1214	240.7711876
1215	240.7597182
1216	240.7408896
1217	240.7240031
1218	240.7104287
1219	240.697487
1220	240.6820191
1221	240.6680578
1222	240.6516998
1223	240.6352551
1224	240.6241618
1225	240.612425
1226	240.5982277
1227	240.5873784
1228	240.5704212
1229	240.5578441
1230	240.5451221
1231	240.532065
1232	240.5155917
1233	240.5051428
1234	240.4843322
1235	240.4671714
1236	240.4602098
1237	240.4469869
1238	240.4310437
1239	240.4123732
1240	240.4029349
1241	240.3911424
1242	240.3813996
1243	240.3720166
1244	240.3566776
1245	240.3432852
1246	240.3280727
1247	240.3182473
1248	240.3052535
1249	240.2891484
1250	240.2720549
1251	240.2560684
1252	240.2430342
1253	240.2285432
1254	240.2121032
1255	240.1993988
1256	240.1836583
1257	240.1741645
1258	240.1597399
1259	240.1483078
1260	240.1370902
1261	240.1283498
1262	240.1143943
1263	240.1060314
1264	240.0929739
1265	240.0845995
1266	240.069106
1267	240.0547555
1268	240.0418616
1269	240.0288653
1270	240.0163426
1271	240.0019156
1272	239.993024
1273	239.9795844
1274	239.963812
1275	239.9563831
1276	239.9430931
1277	239.9307033
1278	239.9215435
1279	239.9142862
1280	239.9049352
1281	239.8892543
1282	239.8734452
1283	239.8596506
1284	239.8430161
1285	239.8341047
1286	239.8191234
1287	239.8046205
1288	239.7921228
1289	239.7752752
1290	239.7617388
1291	239.7483406
1292	239.7313817
1293	239.7202815
1294	239.7031073
1295	239.6928465
1296	239.6807816
1297	239.6684726
1298	239.654475
1299	239.637732
1300	239.6236573
1301	239.6088388
1302	239.5959267
1303	239.5836885
1304	239.5641366
1305	239.5523737
1306	239.5317169
1307	239.5219756
1308	239.5088337
1309	239.4956262
1310	239.4811549
1311	239.465516
1312	239.4558419
1313	239.4431509
1314	239.4316056
1315	239.4199337
1316	239.404279
1317	239.3930936
1318	239.3756898
1319	239.3650966
1320	239.3511516
1321	239.3406292
1322	239.3259913
1323	239.3162642
1324	239.3079624
1325	239.2978402
1326	239.2842097
1327	239.2711715
1328	239.2568729
1329	239.2459894
1330	239.2381568
1331	239.2265274
1332	239.2103771
1333	239.1939202
1334	239.1820518
1335	239.1701143
1336	239.1575931
1337	239.144067
1338	239.1271763
1339	239.1175588
1340	239.1074425
1341	239.0993745
1342	239.0866334
1343	239.0794047
1344	239.0703555
1345	239.0552189
1346	239.0432712
1347	239.0311595
1348	239.0204599
1349	239.004068
1350	238.9921062
1351	238.9752619
1352	238.9604093
1353	238.9448795
1354	238.9299491
1355	238.9183858
1356	238.9071824
1357	238.8918827
1358	238.8782846
1359	238.8672235
1360	238.8545418
1361	238.8433866
1362	238.8276685
1363	238.8190527
1364	238.8126724
1365	238.8012868
1366	238.784627
1367	238.7708308
1368	238.7559762
1369	238.7481624
1370	238.7364502
1371	238.7226869
1372	238.7100915
1373	238.6934212
1374	238.6821339
1375	238.6691037
1376	238.6580591
1377	238.6381846
1378	238.6267454
1379	238.6174748
1380	238.6048309
1381	238.5903124
1382	238.5757785
1383	238.5641149
1384	238.5553001
1385	238.5419656
1386	238.5320663
1387	238.5201496
1388	238.5044284
1389	238.4900763
1390	238.4770707
1391	238.4677799
1392	238.4563104
1393	238.443713
1394	238.4330741
1395	238.4246302
1396	238.4109141
1397	238.4015307
1398	238.3855816
1399	238.3793569
1400	238.3659923
1401	238.3493904
1402	238.3408631
1403	238.3261435
1404	238.3129931
1405	238.30041
1406	238.2866972
1407	238.2725746
1408	238.2589102
1409	238.251666
1410	238.2337351
1411	238.2219703
1412	238.2084825
1413	238.1979197
1414	238.1876586
1415	238.1729199
1416	238.1615532
1417	238.1489597
1418	238.134196
1419	238.1233692
1420	238.1147968
1421	238.1057935
1422	238.0952951
1423	238.0857518
1424	238.0728079
1425	238.0628141
1426	238.050515
1427	238.0389666
1428	238.0231086
1429	238.0128448
1430	238.0003457
1431	237.9859006
1432	237.97623
1433	237.9655577
1434	237.9538651
1435	237.9434797
1436	237.9353532
1437	237.9180907
1438	237.9048353
1439	237.8903403
1440	237.8775217
1441	237.8646092
1442	237.8584948
1443	237.8472943
1444	237.8318365
1445	237.8237536
1446	237.8097613
1447	237.7949467
1448	237.7803778
1449	237.7680294
1450	237.7583627
1451	237.7494354
1452	237.736786
1453	237.7209009
1454	237.7095315
1455	237.7003369
1456	237.6903483
1457	237.6726734
1458	237.6619098
1459	237.646805
1460	237.6382204
1461	237.6280281
1462	237.6224045
1463	237.6064647
1464	237.5936521
1465	237.5809396
1466	237.5684039
1467	237.5551127
1468	237.5428479
1469	237.5283515
1470	237.5137976
1471	237.5017644
1472	237.4911951
1473	237.4784856
1474	237.4737089
1475	237.458671
1476	237.4438599
1477	237.4332902
1478	237.4207887
1479	237.4093484
1480	237.3984035
1481	237.388391
1482	237.3813086
1483	237.3696938
1484	237.3525167
1485	237.3384183
1486	237.3307597
1487	237.3174361
1488	237.304204
1489	237.2946505
1490	237.2847834
1491	237.26977
1492	237.2568738
1493	237.2469975
1494	237.2353167
1495	237.2219754
1496	237.2124719
1497	237.2032597
1498	237.1910669
1499	237.175867
1500	237.1667005
1501	237.1507979
1502	237.1361803
1503	237.1238122
1504	237.1123076
1505	237.0980122
1506	237.0836441
1507	237.0767601
1508	237.0648629
1509	237.0525457
1510	237.041974
1511	237.0262222
1512	237.0118383
1513	237.0028434
1514	236.9920882
1515	236.9792705
1516	236.9650264
1517	236.9542711
1518	236.937901
1519	236.9244605
1520	236.907483
1521	236.894242
1522	236.8807337
1523	236.8722354
1524	236.8573003
1525	236.84933
1526	236.8368322
1527	236.8244094
1528	236.8153076
1529	236.8000188
1530	236.7913417
1531	236.7783922
1532	236.7646637
1533	236.7482334
1534	236.7382991
1535	236.7281113
1536	236.7162037
1537	236.7041411
1538	236.6930264
1539	236.6805555
1540	236.6694343
1541	236.655509
1542	236.6428808
1543	236.6293411
1544	236.6188949
1545	236.6073703
1546	236.5955009
1547	236.5842739
1548	236.5767456
1549	236.5666644
1550	236.5540783
1551	236.5412147
1552	236.5298588
1553	236.5166733
1554	236.5044298
1555	236.4929379
1556	236.48176
1557	236.4719637
1558	236.4550733
1559	236.443096
1560	236.4365997
1561	236.4237901
1562	236.4158972
